,value
cumulative_return,0.07382384869049052
annual_return,0.06770031262739717
annual_volatility,0.11423477561211959
sharpe_ratio,0.6307755435982382
sortino_ratio,0.7264561602316433
max_drawdown,-0.08880770946067063
calmar_ratio,0.7623247242670855
