,nav
2012-11-29,100000.0
2012-11-30,100088.73886414345
2012-12-03,99707.38991133819
2012-12-04,99637.50345696547
2012-12-05,99793.45982483772
2012-12-06,100103.86159449097
2012-12-07,100403.32322001574
2012-12-10,100478.66193746775
2012-12-11,101031.22559598534
2012-12-12,101034.8422465809
2012-12-13,100553.07222364527
2012-12-14,100358.91831585193
2012-12-17,101311.93182918632
2012-12-18,102311.3320771714
2012-12-19,101795.57603540369
2012-12-20,102313.0094838275
2012-12-21,101628.76815161805
2012-12-24,101403.66809228336
2012-12-26,101004.97226069968
2012-12-27,100948.7584417562
2012-12-28,100062.72096063914
2012-12-31,101508.22152767406
2013-01-02,103633.04117412573
2013-01-03,103554.30464858697
2013-01-04,104135.21683024334
2013-01-07,103873.22089188028
2013-01-08,103563.56568431234
2013-01-09,103906.71168359117
2013-01-10,104411.42578852219
2013-01-11,104413.80787691759
2013-01-14,104374.75435503453
2013-01-15,104537.98623419473
2013-01-16,104303.5641712015
2013-01-17,104993.13311633465
2013-01-18,105381.13424653967
2013-01-22,105940.74034545176
2013-01-23,105946.38596941021
2013-01-24,106148.66991409901
2013-01-25,106641.31836884079
2013-01-28,106498.78453435238
2013-01-29,107002.2403740118
2013-01-30,106510.59328810142
2013-01-31,106416.24103380169
2013-02-01,107303.11431859396
2013-02-04,106348.55082349558
2013-02-05,107070.96858398283
2013-02-06,107232.87563838257
2013-02-07,107061.25391744594
2013-02-08,107569.32292376344
2013-02-11,107507.77512782798
2013-02-12,107760.61515031604
2013-02-13,107864.41847927762
2013-02-14,107782.92981799973
2013-02-15,107722.96231769664
2013-02-19,108420.97138328769
2013-02-20,107161.1393806692
2013-02-21,106538.03738608184
2013-02-22,107459.60070872009
2013-02-25,105753.66519652789
2013-02-26,106324.30379902851
2013-02-27,107452.11995360607
2013-02-28,107433.75522102947
2013-03-01,107574.22943140555
2013-03-04,108068.75303378627
2013-03-05,108923.77852537346
2013-03-06,109046.61429214984
2013-03-07,109206.7059287083
2013-03-08,109705.1586885377
2013-03-11,109951.0077155399
2013-03-12,109797.03976880651
2013-03-13,109960.6265192592
2013-03-14,110541.75610518295
2013-03-15,110446.3545485842
2013-03-18,109951.27915761567
2013-03-19,109737.3973576405
2013-03-20,110408.46867913465
2013-03-21,109669.72353889055
2013-03-22,110191.34539696354
2013-03-25,109965.2425476895
2013-03-26,110713.52578275952
2013-03-27,110745.56045362308
2013-03-28,111215.53654630305
2013-04-01,110762.01094288791
2013-04-02,110974.14460275561
2013-04-03,110041.74749314421
2013-04-04,110632.92178322164
2013-04-05,110495.13959805142
2013-04-08,111200.42312594963
2013-04-09,111490.24692728001
2013-04-10,112629.20872843819
2013-04-11,113051.23194843794
2013-04-12,112926.77903151615
2013-04-15,110385.32340790628
2013-04-16,111800.22037347114
2013-04-17,110432.88922794658
2013-04-18,110093.04463287379
2013-04-19,111165.64114025993
2013-04-22,111574.11364264805
2013-04-23,112545.55421121375
2013-04-24,112600.58736217917
2013-04-25,113101.93085052531
2013-04-26,112818.47589788705
2013-04-29,113547.13802993219
2013-04-30,113926.98846887214
2013-05-01,112752.76560700046
2013-05-02,113641.0996694494
2013-05-03,114650.66717746992
2013-05-06,114752.58787656538
2013-05-07,115460.55938532845
