,value
cumulative_return,0.2214860995695036
annual_return,0.20364846594305397
annual_volatility,0.13406184940394097
sharpe_ratio,1.4496984372613086
sortino_ratio,2.336221420170036
max_drawdown,-0.08464281438334442
calmar_ratio,2.4059746527417794
