,VAW,VDE,VFH,VIS,VGT,VDC,VPU,VHT,VCR,VNQ,VOX,CASH
2014-11-26,0.08879298269898123,0.08349380737660786,0.08115847650695379,0.08955236951559567,0.08947162962453437,0.08414439959682811,0.08347321060393857,0.07841767811654049,0.07582881182399574,0.09176293685695318,0.07937755296142639,0.07452614431764458
2014-11-28,0.08494083867507193,0.0836678156306718,0.08079126398704288,0.08581986084669213,0.08775929622354826,0.0837904151498675,0.08685421758066689,0.08115438576960532,0.07886717629032307,0.08786014825573603,0.0803471242629861,0.07814745732778813
2014-12-01,0.08238628104739074,0.08241186267173103,0.07912595964096311,0.08686730609142015,0.0901286610712064,0.08541125502244494,0.08535662956034029,0.08316578871248984,0.08077242371298801,0.08330965370211126,0.08249174265693404,0.07857243610998003
2014-12-02,0.08372123127306176,0.08400337703117482,0.07974412896753741,0.08706667219540876,0.08815704013678816,0.08598230321063881,0.08579768618179968,0.08250502406457559,0.0784710753823604,0.08634192550962026,0.08051078668194346,0.07769874936509087
2014-12-03,0.08577047561123377,0.08576987906961636,0.08081300445734017,0.08564759551817275,0.08941942755798392,0.08423558118779757,0.08510938120618246,0.08171132919898128,0.07690300877314676,0.08715339832940532,0.08051076312587487,0.07695615596426464
2014-12-04,0.08410360304796723,0.08311371140726374,0.07859493230137138,0.08797656524057637,0.08913762189501835,0.08473722395290424,0.08727058118707517,0.08196192813381709,0.07865537662872926,0.08672241767156981,0.08037932055061953,0.07734671798308795
2014-12-05,0.08216289721804843,0.08403434835832883,0.0778595207084379,0.0858709015667419,0.08939755677383152,0.08558277459548959,0.08631770545825604,0.08403467733785339,0.08000342677049022,0.08315019482088906,0.08224777142887746,0.07933822496275578
2014-12-08,0.08289955911062619,0.08452976699578492,0.07869129568031186,0.08528254867822906,0.08900394537288021,0.08157453410688996,0.08660843001034972,0.08276321644325324,0.08089132446771752,0.08595704110193861,0.0823490562978184,0.07944928173420045
2014-12-09,0.08490839262227255,0.08553031647872532,0.07881700842430912,0.08416401915621083,0.08807548921619347,0.08287043973742857,0.08652375932556702,0.08278098112673243,0.07738550192962702,0.08798694361604269,0.08038269700300538,0.08057445136388566
2014-12-10,0.08457663907626313,0.08257618743461574,0.07626623774888243,0.0845840251321544,0.08819696628157349,0.0809428409084704,0.08631411263398162,0.08282645524740144,0.08128617535947916,0.08775449103416388,0.08151613007782059,0.08315973906519371
2014-12-11,0.08171984796252482,0.08203664891378963,0.07556772638194781,0.08256908931596754,0.08573863692447711,0.08144860418180368,0.08808964324719007,0.08489104287045125,0.0834315715139013,0.08637234052525054,0.08212221336088496,0.08601263480181147
2014-12-12,0.08430400840876655,0.08348633809086248,0.07694718122006057,0.08193127808639822,0.08484027170701058,0.08097054408263356,0.08739397638289169,0.08451228127728289,0.08078312149750078,0.08913895249287129,0.0799052685425415,0.08578677821117996
2014-12-15,0.08463358990990773,0.08508976705760954,0.07902271296471983,0.08274218132466908,0.08458431773348067,0.08326602430355326,0.08543069610124442,0.08396107249102344,0.07943424608411497,0.0879674988108859,0.08056098000973415,0.08330691320905721
