,value
cumulative_return,0.15300164887574974
annual_return,0.1388156135930203
annual_volatility,0.11264102232837117
sharpe_ratio,1.2104460322636048
sortino_ratio,1.7247359939813185
max_drawdown,-0.07772406800115261
calmar_ratio,1.78600550849914
