,value
cumulative_return,-0.06473696389347783
annual_return,-0.05927806963394633
annual_volatility,0.1499483410758222
sharpe_ratio,-0.33253542676299735
sortino_ratio,-0.4621135029794844
max_drawdown,-0.1653989141467489
calmar_ratio,-0.35839455137747955
