,nav
2019-11-25,100000.0
2019-11-26,100261.86381680571
2019-11-27,100641.06082932738
2019-11-29,100235.29363331456
2019-12-02,99505.35036254475
2019-12-03,99036.97423322682
2019-12-04,99605.706018947
2019-12-05,99717.1360508281
2019-12-06,100468.25853280943
2019-12-09,100276.65867734302
2019-12-10,100121.29920483589
2019-12-11,100265.18113874418
2019-12-12,100857.19954273877
2019-12-13,100808.47830718974
2019-12-16,101471.02237921457
2019-12-17,101537.11905632637
2019-12-18,101687.38378645826
2019-12-19,102080.09349115193
2019-12-20,102541.2644811911
2019-12-23,102601.41206368225
2019-12-24,102640.0230294247
2019-12-26,103000.18660951724
2019-12-27,102946.59168544054
2019-12-30,102563.4199208324
2019-12-31,102848.60889285424
2020-01-02,103151.1331084094
2020-01-03,102688.33405337474
2020-01-06,102982.29952827083
2020-01-07,102668.10493932075
2020-01-08,102894.21874914577
2020-01-09,103323.04979720482
2020-01-10,103108.33261561584
2020-01-13,103776.51348136138
2020-01-14,103761.33543688912
2020-01-15,104086.51217834125
2020-01-16,104776.22953481929
2020-01-17,104969.17864794239
2020-01-21,104673.2122776451
2020-01-22,104543.42536586091
2020-01-23,104682.56961973984
2020-01-24,103848.48576790669
2020-01-27,102515.88058039486
2020-01-28,103279.65115444118
2020-01-29,103077.3262005693
2020-01-30,103340.77425800754
2020-01-31,101798.45232567482
2020-02-03,102362.9056346967
2020-02-04,103471.55744373602
2020-02-05,104611.41995317356
2020-02-06,104688.47309244663
2020-02-07,104172.76929892195
2020-02-10,104636.91060735317
2020-02-11,105078.56320605513
2020-02-12,105680.07266066175
2020-02-13,105743.08842528901
2020-02-14,105891.06440189462
2020-02-18,105713.25714933187
2020-02-19,105962.72844226555
2020-02-20,105956.25630197594
2020-02-21,105232.71531637269
2020-02-24,102354.4145945514
2020-02-25,99458.84369433546
2020-02-26,98656.66302625224
2020-02-27,94735.55641796318
2020-02-28,93727.71389296457
2020-03-02,97261.38803012842
2020-03-03,95330.37182269618
2020-03-04,98772.79453735122
2020-03-05,95975.00261456358
2020-03-06,94243.79030276964
2020-03-09,87052.62137293206
2020-03-10,90328.13694530078
2020-03-11,86017.65413889561
2020-03-12,78381.99809273558
2020-03-13,84283.24462248552
2020-03-16,75206.59997331942
2020-03-17,79234.49623413147
2020-03-18,74522.89630038019
2020-03-19,75052.57799370865
2020-03-20,72077.97941730228
2020-03-23,69687.96541100547
2020-03-24,76087.83027947377
2020-03-25,77615.84198084321
2020-03-26,82022.09685789282
2020-03-27,80002.99846478588
2020-03-30,82040.87669009487
2020-03-31,80909.06286477315
2020-04-01,77414.59350594116
2020-04-02,79169.29403227466
2020-04-03,77916.3944956956
2020-04-06,82738.57043733842
2020-04-07,83029.45943875614
2020-04-08,86258.74781083468
2020-04-09,88179.26594966919
