,value
cumulative_return,0.16041210110045512
annual_return,0.14493496564838293
annual_volatility,0.3070611395283902
sharpe_ratio,0.5953930462278247
sortino_ratio,0.6587895668452607
max_drawdown,-0.34233511692769036
calmar_ratio,0.4233715984182738
