,value
cumulative_return,-0.054575467810004774
annual_return,-0.05048523223571366
annual_volatility,0.13297905530610668
sharpe_ratio,-0.3230891847963479
sortino_ratio,-0.39150700306695724
max_drawdown,-0.1737021005987751
calmar_ratio,-0.2906426120448981
