,value
cumulative_return,-0.12138473824932272
annual_return,-0.11259490796196048
annual_volatility,0.1499444609651062
sharpe_ratio,-0.7212695732828777
sortino_ratio,-0.8360674209040283
max_drawdown,-0.20735966467274547
calmar_ratio,-0.5429932968866317
