,value
cumulative_return,0.20074224933842522
annual_return,0.18396337910896654
annual_volatility,0.07535741153051737
sharpe_ratio,2.279206460885405
sortino_ratio,3.1131769578554827
max_drawdown,-0.027335908209899062
calmar_ratio,6.7297335686234305
