Date,VAW,VDE,VFH,VIS,VGT,VDC,VPU,VHT,VCR,VNQ,VOX,CASH
2016-11-30,4.7802006578733405e-17,0.0,0.9196011110616544,0.0,0.08039888893834564,0.0,6.340367652014056e-18,1.3154130978834184e-16,0.0,9.603208316762627e-18,0.0,0.0
2016-12-01,0.0,0.0,1.0,3.885780586188048e-16,0.0,2.588724318242305e-17,7.784895828595644e-18,0.0,0.0,0.0,7.224839307805395e-17,0.0
2016-12-02,4.396093207147955e-17,2.463739059637741e-16,1.0,0.0,1.4882299741513057e-16,5.2097361880816905e-17,0.0,0.0,1.230221716353005e-16,0.0,5.870181937591883e-17,0.0
2016-12-05,3.28909194099789e-17,2.3949461472540328e-17,1.0,3.226585665316861e-16,1.2970625309749317e-17,1.9625892085937047e-17,0.0,0.0,0.0,2.254568134181918e-17,8.937108047972682e-18,0.0
2016-12-06,0.04808945753420118,0.0,0.6413878288997248,0.2513351936336473,0.059187519932426845,2.7277205165296425e-18,3.003062355840457e-17,0.0,0.0,4.0062851830074035e-17,6.903813733093339e-17,0.0
2016-12-07,0.014204359467095045,3.30228850682159e-17,0.754103368048961,0.23055172104205823,0.0011405514418856896,0.0,0.0,1.192452476733669e-16,0.0,0.0,4.499933890432518e-18,0.0
2016-12-08,0.1531425175090586,0.0005131855341493115,0.5106347780836844,0.2474961770912807,0.014388409419758198,0.0,0.03541597566692805,1.721379185612143e-16,0.0,0.0,0.038408956695140654,0.0
2016-12-09,0.1602725762793033,0.040234479871318736,0.5516905890243938,0.15530046752557777,0.0,2.1266273041209257e-17,0.05509239269940785,4.8335070060281946e-17,0.0,0.0,0.03740949459999848,0.0
2016-12-12,0.13112103638180755,0.0438777623106113,0.5687428471308772,0.17604443419557514,8.88686466861751e-18,2.2144992176484706e-17,0.08021391998112892,0.0,3.720222254409258e-17,0.0,1.8265968145136424e-17,0.0
2016-12-13,0.047565129819374934,0.10683764097651476,0.5517520005262408,0.20803308445512184,4.455708235478589e-18,0.0,0.08395485753169146,1.0352574476921516e-16,6.078535460286459e-19,3.833355009173021e-18,0.001857286691055971,0.0
2016-12-14,0.0,0.15520940366305058,0.5419302798660827,0.15273433697578953,0.012493855950166869,8.867218195925368e-18,0.06823637468379921,0.0,0.0,2.237709116053897e-17,0.06939574886111115,0.0
2016-12-15,3.524715848871015e-17,0.12108107047819451,0.6111286856446667,0.09902075700318674,0.037014932616514284,9.033629042928528e-18,4.790227692653386e-17,0.0,4.290244538304447e-18,4.9043631133588194e-17,0.13175455425743782,0.0
2016-12-16,0.0,0.09412490764419192,0.7242232565744521,0.010691657703683802,0.030201935534461596,5.995228999706616e-17,1.1610425631368736e-17,0.0,1.8359584155091e-17,5.2949479766406714e-18,0.14075824254321062,0.0
2016-12-19,8.770439154376214e-18,0.14441989943947395,0.7366079529686245,0.0,2.576485873323456e-17,0.0,1.5627568420495087e-17,1.0200896529730369e-16,8.23971408952657e-18,0.0,0.11897214759190144,0.0
2016-12-20,0.0,0.1505331650667203,0.632973330361307,0.05671045265654899,0.03454388376154582,1.133880105965683e-17,5.099119056249378e-18,0.0,2.6651836797727966e-18,1.2068001956211698e-17,0.12523916815387787,0.0
2016-12-21,0.0,0.10396226012367907,0.6671159331392156,0.01964076526536698,0.07327237380001274,5.220433460517704e-17,2.4339103497597392e-17,0.0,0.0,0.0,0.1360086676717258,0.0
2016-12-22,2.061301689466855e-17,0.14996091232198885,0.698244900549622,0.0,0.0,0.0,0.051947121398459646,1.0959517242185499e-16,0.0,0.0,0.09984706572992952,0.0
2016-12-23,1.2217702017947196e-16,0.06689274843173566,0.7231725809173749,0.0,0.0,3.1361566833677784e-18,0.04584161667084875,1.022528556293763e-16,0.0,0.0,0.1640930539800408,0.0
2016-12-27,0.0,0.02179001032823079,0.7208634400192053,9.583338711371207e-17,0.0,0.0061487033678491775,0.10904277138421728,0.0,2.8307718885075145e-17,3.8929713717168177e-17,0.14215507490049756,0.0
2016-12-28,5.970189399837391e-17,0.010743724170765297,0.7054321426139045,2.2906782769647106e-17,6.019054264809537e-18,4.0823223669970063e-17,0.12006762896515713,0.0,1.9297185749907723e-17,0.0,0.16375650425017294,0.0
2016-12-29,0.0,3.1490889282923916e-18,0.7314827718952207,0.0,0.0,1.6510280713969198e-17,0.14882925926101861,0.0,0.0,1.0336840687795353e-17,0.11968796884376076,0.0
2016-12-30,0.0,0.021937947681926567,0.6209278022037394,0.0,0.0,7.936024198514769e-17,0.2351474616602231,0.0,8.540861825579408e-17,1.8385400060881528e-17,0.12198678845411094,0.0
2017-01-03,0.0,0.0,0.6393177430933096,4.947652430800915e-18,6.357115255032071e-18,0.0,0.23371953092458603,6.609665495898336e-17,3.5055265362647437e-17,2.0203065650900533e-18,0.12696272598210437,0.0
2017-01-04,4.772727213697797e-17,5.722332788793478e-17,0.5953199145111145,1.693593043838964e-17,0.0,2.853414379500901e-17,0.17866308985612256,0.0,0.0,2.5389957494801052e-17,0.2260169956327628,0.0
2017-01-05,0.003100035238264551,0.0003398560228554024,0.5797990564083016,0.0022727907575961935,2.8891238997039414e-17,0.0,0.18282077339335534,4.72775806028369e-18,2.4554430307097394e-17,0.0,0.23166748817962665,0.0
2017-01-06,0.010135455769783051,0.0,0.567624711775176,0.03206870120930771,6.3451883898408896e-18,0.0,0.17786274784393438,7.439372319554207e-17,1.7234690680741942e-17,2.266243108574773e-17,0.21230838340179886,0.0
2017-01-09,0.08518538769338743,0.0,0.49023751485810213,0.10130487525269487,0.0,0.0,0.22916459832047362,4.772141479241225e-17,1.0059489197577571e-17,0.0,0.09410762387534188,0.0
2017-01-10,0.13980170795160063,3.033070115013877e-17,0.5074408966278059,0.0785598921876183,0.025836417637353552,0.0,0.171080936692025,2.4374192568802155e-17,8.48402737455586e-18,1.0584212923503991e-17,0.07728014890359661,0.0
2017-01-11,0.1581240398362143,6.994456736897438e-18,0.5090333380457086,0.05847829864153045,0.07031487218177616,0.0,0.09569848614544299,3.74992992023539e-17,8.442680979742376e-18,0.0,0.10835096514932768,0.0
2017-01-12,0.178317468033323,0.0,0.4798960938917867,0.074837234016483,0.05770392994821662,0.0,0.1348663242035106,4.6131429810139557e-17,3.4367836238671834e-17,0.0,0.0743789499066801,0.0
2017-01-13,0.15227032236759988,8.082305327185143e-18,0.4916887514449996,0.07373069094425146,0.06703508395202622,8.082305327185143e-18,0.12172104228242647,1.4870938651953365e-17,3.1491854423760978e-18,0.0,0.09355410900869633,0.0
2017-01-17,0.0902615792500446,9.623825357125191e-18,0.5110209656753606,0.11456445045654529,0.07918924102088348,2.309777896730081e-17,0.09934044083525898,0.0,3.277154173969071e-17,2.2810125952621872e-17,0.10562332276190708,0.0
2017-01-18,0.09561081681595442,3.6294770055042464e-18,0.41871630936903337,0.1385373416854077,0.002584369348347858,0.037011107153002085,0.1303021267494844,0.0,0.04433622644392111,6.4444275472730096e-18,0.13290170243484914,0.0
2017-01-19,0.11079615430771411,8.639680987249999e-18,0.3938100078685904,0.1587098699259563,0.020542358494431767,0.06956991409366695,0.10297485529197663,0.0,0.006380406798353358,6.541120278095475e-18,0.13721643321931062,0.0
2017-01-20,0.04600990034098112,2.5761520454278756e-17,0.36532423556243004,0.2615509423932142,7.046112239250318e-18,4.627524672994573e-18,0.09733571022630208,1.5231838641515875e-17,0.0,2.8607551157053205e-17,0.22977921147707248,0.0
2017-01-23,0.09297236140502217,0.003907951655215083,0.3655159280559669,0.22353274223778327,0.0,1.0424575797473241e-17,0.09861693618738815,0.0,1.9469160100669738e-17,8.052883545161201e-18,0.21545408045862444,0.0
2017-01-24,0.21662760528863667,0.0,0.29604744838879044,0.18565335149267803,0.0,6.910595924210224e-18,0.02842512180122963,0.0,0.0045001982414585705,0.0,0.26874627478720664,0.0
2017-01-25,0.31551575244946917,0.0,0.227762470721312,0.17094750018158641,0.009694764454874858,2.4441464518848115e-17,0.016108604865005472,0.0,0.05436328340066853,8.19029039282711e-18,0.20560762392708368,0.0
2017-01-26,0.2667190731730019,8.510383829973324e-19,0.20021502832261062,0.2184215728657456,0.05752123927905872,0.004044408117606872,0.0,5.642126470538788e-17,0.0939201152183437,0.06818939342734526,0.09096916959628719,0.0
2017-01-27,0.2584530163327422,0.010094750846210507,0.23882216816475124,0.15761079354317917,0.037876240947731794,1.4160312979965107e-17,0.0016978709102446453,0.0,0.11298957187814579,0.05046926710766233,0.1319863202693322,0.0
2017-01-30,0.2660582752060216,0.014129858308419155,0.24693049669399908,0.1393435713860782,0.06412904338466564,0.0,9.260764846606587e-18,0.0,0.07291471012697925,0.0,0.19649404489383712,0.0
2017-01-31,0.2110832848457706,5.3593493870869915e-18,0.22454140401830336,0.14989504611271887,0.03588863000212995,9.83585215732087e-18,0.0019666628498249865,0.0,0.1522871723466578,0.009895471871944552,0.21444232795264986,0.0
2017-02-01,0.17628212281753733,0.0,0.24487913075300669,0.07540292750383312,0.0,1.7781672958923576e-17,0.07657751308262598,0.0,0.11243990119983463,0.04112147928701013,0.27329692535615213,0.0
2017-02-02,0.18235783495124483,2.285799524802893e-17,0.206693545260274,0.07341780597152404,0.08973012477506358,1.12705845295901e-17,0.0,0.06279054536857974,0.12286307591060332,0.06417820212951181,0.19796886563319877,0.0
2017-02-03,0.15402202997944542,0.0,0.23855522975229687,0.060982667366103145,0.11383399479679818,0.0,0.03599576373232458,0.054000620869886634,0.12340319052595326,0.07947942783425312,0.1397270751429389,0.0
2017-02-06,0.12940983236598755,0.004974049200116345,0.2627470293340547,0.06308108276473336,0.12581346265475327,0.0,0.03841495276260112,0.05068036376842532,0.09793477504517668,0.08366308857872032,0.1432813635254313,0.0
2017-02-07,0.14044561607640255,1.056644552220325e-17,0.2885762582394201,0.05885762526175503,0.15944280099220043,2.4581584594704745e-18,0.0303083695900398,0.05288060269322257,0.08704225638824079,0.09538349083651983,0.08706297992219889,0.0
2017-02-08,0.07668061786254088,0.0,0.30671808052016514,0.0664494775558803,0.20656082245800203,0.026818522413396346,0.06120172587044727,0.01610296517027732,0.09398493837299822,0.09426817365627603,0.05121467612001641,0.0
2017-02-09,0.07032297937699836,8.786414298738125e-18,0.19349670733335433,0.0,0.24265192230056384,0.11270263492374367,0.0707982390269856,2.664839976239961e-18,0.10117710580720457,0.12402773004826816,0.08482268118288142,0.0
2017-02-10,0.11648955455769272,0.0,0.18622875256963808,2.465317965516234e-17,0.20703643274929828,0.15762259804281906,0.045321220853251146,0.02240712278625834,0.07586560182801066,0.10051593880295973,0.08851277781007179,0.0
2017-02-13,0.13189346689379686,0.014864880272319404,0.10420754168922668,0.0,0.2833356691462274,0.14202908181839732,0.06143918398017536,0.021441146395255038,0.09214511997867657,0.03386932962071551,0.1147745802052099,0.0
2017-02-14,0.151720976079616,8.848226182249993e-18,0.1355155786572566,0.002852047559351668,0.25930175976938546,0.12332036851858308,0.04247559083862461,0.04225668248111327,0.08804639452955434,0.08175597369721141,0.0727546278693037,0.0
2017-02-15,0.12265743852874438,2.5964630957875543e-17,0.22612168090639737,0.0,0.1826591665857993,0.12494151573180524,0.0665984998406505,0.0962889500160427,0.0669225013822668,0.08012580894358369,0.03368443806471,0.0
2017-02-16,0.13129815417065674,0.0,0.20215457043813434,0.026320334408505983,0.15684304985062492,0.18192498006706362,0.0346059597202334,0.11513024494190602,0.03450950013242593,0.10104209191792939,0.01617111435251967,0.0
2017-02-17,0.13594801228683948,6.2601180313448434e-18,0.18403649107343753,0.03489844318139432,0.159533561635174,0.16762702568213336,0.07122331049409189,0.14641348179193886,0.008035400353373927,0.09228427350161682,0.0,0.0
2017-02-21,0.08263694765658809,3.1131355635091974e-18,0.19447963157420212,0.03786683390728864,0.15931045897636367,0.18947309693962955,0.03409232034182548,0.149766135547947,0.024453020453344937,0.12792155460281063,7.337727421989854e-18,0.0
2017-02-22,0.06819694233097605,0.0,0.19851534813577404,0.02487738533126987,0.1613650044637949,0.19704676728584297,0.049384381684184644,0.2098524684809353,1.659740518966613e-17,0.09076170228722222,1.7850433055417626e-17,0.0
2017-02-23,0.04576528231511257,5.89674032281269e-17,0.21051689329999404,0.0,0.19631208946852305,0.21238352376225328,0.09698897750056032,0.16755881573091716,1.7491750224993285e-18,0.07047441792263967,0.0,0.0
2017-02-24,1.7509865085640897e-17,7.288732728022361e-17,0.2347937844364192,0.0,0.19811817976695528,0.19077127638157818,0.10544517953483695,0.18321045163798358,0.0,0.08766112824222694,0.0,0.0
2017-02-27,0.0193368364068801,0.0,0.22737495349715844,8.615698196658992e-18,0.17092022519952854,0.19340917767565627,0.057423976935620506,0.2460862283682363,1.2900550957353329e-17,0.08544860191691987,6.46912051034953e-17,0.0
2017-02-28,0.010590366869869323,2.0667873954041124e-19,0.23107155301110244,0.010088805548162516,0.17626727600035136,0.17832909387296145,0.040892900583789096,0.2612223809870121,0.0010020607204299487,0.09053556240632188,1.8028559705402003e-19,0.0
2017-03-01,0.0,4.22497485123319e-16,0.14796822263907622,0.0,0.15411735663771095,0.2263744431068989,0.19527117522822227,0.2762688023880914,0.0,0.0,7.220532020389838e-17,0.0
2017-03-02,1.3720392766041392e-17,0.0,0.0,6.7029373252488754e-18,0.383607959656893,0.16937516218988194,0.15411284730657962,0.2761929024476512,1.3061782113047654e-17,0.016711128398994583,1.606748565436363e-16,0.0
2017-03-03,3.198582837277038e-17,5.445842745480338e-16,7.07410944833651e-18,7.87784669712407e-17,0.36656414183238634,0.16029194560368512,0.19260395303077393,0.28053995953315386,0.0,0.0,9.052832564841903e-17,0.0
2017-03-06,1.2871345028740064e-16,9.658226153271267e-16,0.0,1.4362199153370302e-16,0.35353855997078537,0.14462829072489347,0.19192201175165352,0.3099111375526664,0.0,1.7833064932155856e-17,0.0,0.0
2017-03-07,1.3958081038549655e-16,0.0,1.2004117071751705e-16,8.045073238750858e-17,0.3815025826375559,0.10701282250724073,0.2196326952639494,0.29185189959125374,6.802084169247868e-17,0.0,0.0,0.0
2017-03-08,6.758356266016626e-17,0.0,0.0,5.816335238162053e-17,0.40123300596790434,0.07318502108642651,0.23209622547498546,0.29348574747068384,5.690867850566831e-17,1.0043465078852087e-16,1.9055365708069449e-16,0.0
2017-03-09,0.0,0.0,0.0,0.0,0.38004454304554425,0.1412217628822501,0.15324105298990134,0.3254926410823059,3.190785410025804e-16,0.0,0.0,0.0
2017-03-10,0.0,0.0,1.5262543951761101e-15,0.0,0.37119664101098904,0.13561696214912508,0.14234388439479714,0.35084251244509157,1.8619882366767992e-15,0.0,0.0,0.0
2017-03-13,0.0,0.0,2.204096598893347e-16,0.0,0.425785095072585,0.12523597784487894,0.13400316083895072,0.31497576624358586,2.2808087839045277e-16,0.0,0.0,0.0
2017-03-14,0.0,0.0,1.9446110669885504e-15,0.0,0.41977343569937636,0.12546805333096098,0.13505075711588616,0.31970775385378064,1.9899697755085576e-15,0.0,0.0,0.0
2017-03-15,0.0,0.0,8.814458777984017e-16,0.0,0.36704414289009885,0.14736348245751638,0.2058023718215432,0.27979000283084493,3.3896580266322785e-15,0.0,0.0,0.0
2017-03-16,1.1891828369759804e-15,1.5079465097286851e-15,3.165966573162795e-16,0.0,0.37111884032203646,0.1429203246138991,0.20726718597999907,0.27869364908406247,0.0,4.16969917380812e-16,7.9327465122167735e-16,0.0
2017-03-17,2.800442912567558e-15,4.191469000978337e-15,0.0,2.7579865352579144e-15,0.4849784175623612,0.15536536479668875,0.13800863932684665,0.22164757831409593,0.0,1.6467654653078634e-15,2.564050834899697e-15,0.0
2017-03-20,0.0,8.6942851833723995e-16,2.275769639895202e-16,6.458778258581327e-16,0.47102938731176275,0.14298458063092567,0.15563344695148518,0.22247069705717143,0.00788188804865255,4.3563760065571327e-16,7.925264250649244e-16,0.0
2017-03-21,0.0,7.377865318732503e-16,7.187935613277227e-16,8.975551416486193e-16,0.46337519909604036,0.19506754912691696,0.11588343574693313,0.2256738160301073,0.0,1.96982537407105e-16,7.4641808767542655e-16,0.0
2017-03-22,0.0,0.0,0.0,0.0,0.36964393576979415,0.15952743749093629,0.22372788463075702,0.24710074210851465,3.6251942184371405e-16,6.511518184325191e-17,0.0,0.0
2017-03-23,3.369290170823621e-16,1.1295489606904183e-15,6.157657313520111e-16,6.064395496920691e-16,0.4187357172111256,0.1463780544645632,0.2162033478457042,0.21868288047860507,0.0,5.96048518207128e-17,8.052380282037663e-16,0.0
2017-03-24,0.0,1.1162351042124658e-15,6.768124431424233e-16,9.232471205935633e-16,0.45653565096073884,0.13261910358263326,0.2326794521720059,0.17816579328462034,0.0,1.7026358650319987e-16,1.0885174292661324e-15,0.0
2017-03-27,0.0,0.0,0.0,0.0,0.4351971677894507,0.11426084418802196,0.2518831919655509,0.19865879605698258,4.574214017333928e-15,0.0,0.0,0.0
2017-03-28,0.0,0.0,0.0,0.0,0.4350237727119562,0.09975950314314128,0.247957180115029,0.20940482426092527,0.007854719768957765,0.0,0.0,0.0
2017-03-29,5.950012984871156e-16,1.8356455641549554e-15,8.7787430708567e-16,5.72149741506672e-16,0.44374650235463814,0.09779147943019527,0.22115612461010933,0.19070117658124397,0.04660471702380851,1.720892324881302e-16,6.759185764916263e-16,0.0
2017-03-30,1.2415059366804483e-15,2.7663814514613837e-15,2.5947866914802655e-15,1.8299186499488418e-15,0.4441326277915716,0.09722363760176418,0.20807324264530141,0.14615268396655406,0.10441780799479741,1.3754093745818255e-15,1.5722032323234373e-15,0.0
2017-03-31,0.0,0.0,0.0,0.0,0.45336631528689797,0.07266266330009857,0.2104660831528914,0.12968221846785663,0.13382271979226243,0.0,0.0,0.0
2017-04-03,0.0,0.0,0.0,0.0,0.48039390150030403,0.05936411420178772,0.22703137018728936,0.11524915128967779,0.11796146282095259,0.0,0.0,0.0
2017-04-04,0.0,0.0,0.0,0.0,0.5025828355515232,0.047296791405607844,0.23981524586325767,0.10437199926080762,0.10593312791881696,0.0,0.0,0.0
2017-04-05,5.267350869972351e-16,5.643278209049057e-17,0.0,1.6545933378673297e-17,0.4833586420039311,0.07870901795115733,0.2403388247856404,0.10329450822182647,0.09429900703744439,0.0,0.0,0.0
2017-04-06,0.0,0.0,0.0,0.0,0.4595298210892524,0.10074912149101825,0.30450264836059343,0.03373553965068307,0.10148286940846721,0.0,0.0,0.0
2017-04-07,0.0,0.0,0.0,0.0,0.45512681891706797,0.16130493839109533,0.2868828818785056,0.019873154103997346,0.07681220670934419,0.0,0.0,0.0
2017-04-10,9.27503299957966e-16,9.01414436630107e-16,6.042279701321299e-16,5.601171650085981e-16,0.42000812514906094,0.22712481029505038,0.2357493043993112,0.08973877367276555,0.027378986483807495,8.3151446043944055e-16,5.169835701097488e-16,0.0
2017-04-11,0.0,0.0,0.0,0.0,0.4202279570840079,0.24021852819227288,0.22849255029608967,0.05738563719701603,0.05367532723061713,0.0,0.0,0.0
2017-04-12,0.0,4.80041061891758e-16,6.986805961824353e-17,0.0,0.3762709584448302,0.27287217327417235,0.22761057402191423,0.05155442972495596,0.07169186453412624,8.495575398965076e-16,2.263260804421708e-16,0.0
2017-04-13,3.252064224217386e-16,0.0,0.0,0.0,0.41393630257043507,0.2304179461834164,0.24289688100424972,0.09546123812683127,0.01728763211506927,0.0,0.0,0.0
2017-04-17,0.0,0.0,0.0,0.0,0.4190921366318447,0.18159475356878663,0.26123330498067704,0.13807980481869256,3.582951061295607e-15,0.0,0.0,0.0
2017-04-18,0.0,0.0,0.0,0.0,0.3854990273996365,0.1677419707413242,0.27691589764551633,0.14208861182022586,0.027754492393308728,0.0,0.0,0.0
2017-04-19,0.0,0.0,0.0,0.0,0.37535955336790056,0.1962297812785566,0.2808799404151413,0.10278426832539427,0.04474645661300949,0.0,0.0,0.0
2017-04-20,0.0,0.0,0.0,0.0,0.33410491081382204,0.15672815095888756,0.2723507202823182,0.17380844814784413,0.06300776979713227,0.0,0.0,0.0
2017-04-21,9.429028960537672e-16,1.658045353207501e-15,8.409216161426066e-16,8.017404118697272e-16,0.3243748494852915,0.08578535814644786,0.2781947813733475,0.23143537832774386,0.08020963266716373,6.117536203179938e-16,5.900758448684234e-16,0.0
2017-04-24,9.166003548732453e-16,0.0,3.6873384511597367e-16,4.430475709727294e-16,0.3366586886601838,0.06518810242765488,0.32056662857282664,0.19329579642448447,0.08429078391484865,1.626821117486841e-17,5.799785676270197e-17,0.0
