,value
cumulative_return,0.17431633297445126
annual_return,0.1592628484034666
annual_volatility,0.12189243030745878
sharpe_ratio,1.2735173553122305
sortino_ratio,1.5886316234803064
max_drawdown,-0.13971330785772207
calmar_ratio,1.1399261161696417
