,VAW,VDE,VFH,VIS,VGT,VDC,VPU,VHT,VCR,VNQ,VOX,CASH
2013-11-26,0.0853109266058572,0.08047820759380223,0.08738293121158794,0.08654274536438629,0.08553193144122699,0.0800375802021363,0.08437036961259187,0.07901746932675788,0.07925286252247517,0.08075768729559966,0.08965951821953462,0.08165777060404392
2013-11-27,0.08571086546476081,0.08339603133052796,0.08577775172194818,0.08455932714857677,0.08404745794237395,0.08284154446608155,0.08198342304058236,0.07996263895352489,0.08358773335311417,0.0824884911672373,0.08541055690446082,0.08023417850681133
2013-11-29,0.08472846962507066,0.0813431877409418,0.08599568171278492,0.08386864425068932,0.08431724563535935,0.08314253558539846,0.08387672479606029,0.08094607671564333,0.08350685708787305,0.08253175568684634,0.0844331132854395,0.08130970787789281
2013-12-02,0.08489920885385628,0.08123126275015716,0.0857846685564647,0.08316601242939978,0.08460001971352561,0.0839585756671775,0.08311710645095781,0.08127277132507545,0.08446317222280592,0.08265177551716202,0.08398711452973594,0.08086831198368176
2013-12-03,0.08506397260004511,0.08163661462820196,0.08548095956672233,0.08285024986916512,0.08422017536201254,0.08399642847425398,0.08353999469464254,0.08043643270197258,0.08527228751565097,0.08325674625458966,0.08354557800173938,0.08070056033100387
2013-12-04,0.08463661328804002,0.08267431993428341,0.08486599600752988,0.08477629954634643,0.08429186520651025,0.08347954331800966,0.08315153419482836,0.08071830917961112,0.08341435612729672,0.08298848425529516,0.08501103765296045,0.07999164128928855
2013-12-05,0.08440627702322628,0.0812489273780395,0.08508092288965198,0.08394630374323603,0.08377471573211857,0.08394207421385255,0.08391336801829931,0.08095466947929109,0.08475697955347,0.0835042879254451,0.08362025351297094,0.08085122053039863
2013-12-06,0.08508844364720662,0.082853718675752,0.08493980105101781,0.08375542474002023,0.08429104176167086,0.083438400984795,0.08307812977306307,0.07990361436918755,0.08348542045914839,0.08305039448236677,0.08510876982700241,0.08100684022876924
2013-12-09,0.08604061860704947,0.08342654545470161,0.08698538755342866,0.08386941092151888,0.08474088863793523,0.08469746695826026,0.08086619543299099,0.08131630349251917,0.083833600219114,0.08124828421397616,0.08422789393678023,0.07874740457172527
2013-12-10,0.08397643455546074,0.08139903831665132,0.08399819578551247,0.08342835451772698,0.08500484036453743,0.08483951286217092,0.08367333603983736,0.08233547351001544,0.08333194888646213,0.08308031202469206,0.08506515100594307,0.07986740213099015
2013-12-11,0.08391945999052952,0.08327738715415038,0.08304090009593242,0.08452602283681444,0.08312048052638102,0.08440645967704724,0.08276723762355784,0.08063368290325634,0.08382251295584706,0.08438939674238102,0.08527587970620705,0.08082057978789556
2013-12-12,0.08397725237560831,0.08213848245394455,0.0844358643152505,0.08272761897434137,0.0845058927171354,0.08540846270580235,0.08311780331783268,0.08161197879599918,0.08452291347682067,0.08347481199041586,0.08403804589534238,0.08004087298150674
