,value
cumulative_return,-0.05051633622119234
annual_return,-0.04672275164029982
annual_volatility,0.1312764680532682
sharpe_ratio,-0.298892229165039
sortino_ratio,-0.3638151776686836
max_drawdown,-0.17080515627125137
calmar_ratio,-0.27354415206353955
