,value
cumulative_return,0.17929112216391774
annual_return,0.16442553116471403
annual_volatility,0.06710023494588263
sharpe_ratio,2.302780924937078
sortino_ratio,3.3500946821019757
max_drawdown,-0.02613161535302544
calmar_ratio,6.29220692802205
