,VAW,VDE,VFH,VIS,VGT,VDC,VPU,VHT,VCR,VNQ,VOX,CASH
2014-11-26,0.08613858324550025,0.08880708054870445,0.09308438181196228,0.10580999809037382,0.09318438187116822,0.07239111750819373,0.08281613856931874,0.06644109727846723,0.06384872136850891,0.11560646922306304,0.08391666373603603,0.04795536674870355
2014-11-28,0.08135349958550371,0.08357502504343581,0.07965148539958314,0.09410760804442446,0.09700097536215121,0.0786617201364077,0.08715637044936009,0.07904928511375926,0.07065507449561764,0.09650116533369775,0.08582522366816572,0.06646256736789344
2014-12-01,0.07574726316084944,0.08983727973833942,0.07709526243242834,0.09007154035018508,0.10288843304528363,0.08000715899613446,0.08631424023408563,0.08211414735957709,0.06930627216065449,0.08608149095980515,0.08451752077761254,0.0760193907850449
2014-12-02,0.08067604125684165,0.0900087106131303,0.07911831245337395,0.08920149608302234,0.0964268910776252,0.08119911972881061,0.0872508228392062,0.08482593440190388,0.07164934782359153,0.08560585233926564,0.08922398974657911,0.06481348163664975
2014-12-03,0.08719566304085877,0.09113777650331398,0.08666076478114386,0.09356674432812444,0.10206829674478353,0.07490658641281948,0.07898387482519185,0.07513518526191805,0.0672229452779545,0.09865839673819117,0.08660464556524423,0.05785912052045605
2014-12-04,0.07953226923521574,0.08893874028521584,0.07698304710363404,0.09450007716324976,0.1026054481531592,0.07650182452358777,0.08601339376473623,0.08063272304542872,0.06893494781063557,0.09458035388075778,0.08434399553962198,0.06643317949475747
2014-12-05,0.07766474160331184,0.08974036086397504,0.0760756784364361,0.08900654869145423,0.10130508183432944,0.08262863022421447,0.0899346351562906,0.08809366112593506,0.07111817148596035,0.08221937556036021,0.0878951728128325,0.06431794220490006
2014-12-08,0.07640864794637846,0.0902262260227192,0.0743435106160973,0.0827480910496248,0.10268090984064153,0.07934165841045171,0.08703131575128692,0.08564648227504251,0.07538341980223631,0.07940655827673171,0.09024481665649343,0.07653836335229607
2014-12-09,0.08949125672565697,0.09820031931186228,0.08843585131719175,0.08465762397443838,0.09002939550142039,0.07777115051667095,0.0814482669017484,0.0794191965090173,0.06043808992121928,0.0949069303070134,0.08346093903768556,0.0717409799760755
2014-12-10,0.08343626152580413,0.08431796728558788,0.07002921753746873,0.08782406754824415,0.09064799257067907,0.08740364104726799,0.08281988853462321,0.08787260748771412,0.06982630286992114,0.08940437168187929,0.08266391580595671,0.08375376610485377
2014-12-11,0.0803300115256848,0.0845785261965953,0.08062701367648721,0.08183396057300082,0.09312014751802743,0.07981704898023533,0.08748558076954298,0.08037804679900827,0.06621177149520012,0.09648603514905399,0.07870233080564353,0.09042952651152021
2014-12-12,0.08235171519625611,0.08306209286552937,0.07109965161430079,0.0835707949094551,0.09093142917412049,0.08533554227048865,0.08500341116900896,0.09025971229953228,0.06892692767049206,0.09077635763266703,0.07914464331523643,0.08953772188291272
2014-12-15,0.09329989065751974,0.08463436924779677,0.0850004277975775,0.08978255611607357,0.08050203851424641,0.08261776760797382,0.0761240336463932,0.07961113276801873,0.0681320268962495,0.09972482611770642,0.08280576392431868,0.07776516670612575
2014-12-16,0.07738837308271744,0.0742770999936003,0.06808658191153294,0.0785411235578283,0.08808008259915548,0.0858951942678047,0.09118888665848675,0.09179805910756111,0.0730639293580028,0.09128859973420611,0.0773885345276129,0.10300353520149111
2014-12-17,0.08223048539937496,0.07771820552558231,0.08402466990565437,0.08000327102912848,0.08956553962124518,0.08310080572155029,0.08778564654562677,0.08902525306263034,0.07807613545279889,0.0836057795850094,0.0833312777556658,0.08153293039573323
2014-12-18,0.09455711970423678,0.08508105243009051,0.09059849929403475,0.07859568761765572,0.07916475280551959,0.07970455212233125,0.08256385316595669,0.08993430196757185,0.07666806923703538,0.0900403724191568,0.08435174555544576,0.06873999368096487
2014-12-19,0.09014353992077731,0.08082899657015138,0.09492194852038409,0.08008668685307116,0.07983627654615268,0.07231242054654063,0.0840109963711096,0.08055723267237387,0.07786346148928652,0.1029675432288781,0.0817264098118699,0.07474448746940468
2014-12-22,0.07939796276056524,0.0698604521977569,0.08061773733647905,0.08473628004289264,0.09054077028781857,0.07553713179376109,0.09169406690063638,0.08704344558801744,0.08867467161294074,0.0940809692442008,0.08151006487671879,0.07630644735821236
2014-12-23,0.08766566216206804,0.07931196826959842,0.08792136704685011,0.07725017783353193,0.08678149220044468,0.07522904241143859,0.08697308399430409,0.08520488650495527,0.08078161320703618,0.09639295887719433,0.08297344767789112,0.07351429981468718
2014-12-24,0.090527731747748,0.07778669823245829,0.08515322422153748,0.08212735753439143,0.07773836726599614,0.07812256461448253,0.07752230479214459,0.08683492916190114,0.0818679537577282,0.09267351382675607,0.08603850761110002,0.08360684723375619
2014-12-26,0.09497548400958016,0.0819298491425035,0.08601925992695063,0.08020363062254716,0.0779459391638968,0.07294958532595722,0.08146002612116618,0.08316002118630553,0.08376754073683591,0.09987387828252905,0.09086787500531163,0.06684691047641611
2014-12-29,0.08215945634591759,0.07051814631977363,0.0858184859133535,0.08902776725062103,0.08962028582648915,0.07723335240977583,0.08275298782666048,0.08216101003740806,0.08962931790509066,0.09495448746232692,0.08388253667173427,0.07224216603084892
2014-12-30,0.07654011281884962,0.07024551757093904,0.07319488467940757,0.07337515174937181,0.07936775055735779,0.08125451579091222,0.0942091588380525,0.10047155602524321,0.08023973381877465,0.08341669084044279,0.08021991512673968,0.10746501218390904
2014-12-31,0.08748391468648262,0.07096538685931293,0.07995306917558376,0.0778853567830578,0.07300813148764435,0.0826928434216865,0.07885021333795766,0.08549487817578195,0.08160282004102169,0.09480541581730643,0.08321473521488501,0.10404323499927923
2015-01-02,0.086011106870652,0.07198955782952264,0.08009776507652465,0.08005661817590973,0.08058624248410286,0.08159463428375321,0.0834843848493727,0.09622587472273768,0.08216768362952494,0.08839620961066968,0.08011252109707119,0.08927740137015869
2015-01-05,0.08435291408578292,0.06587985136462057,0.08082750227664422,0.07622162936554742,0.07548943704053797,0.08314029067989981,0.08775745722850828,0.09189701354611374,0.07620184872877087,0.10291660153899453,0.07304830880580343,0.10226714533877636
2015-01-06,0.08980536852050909,0.06756135541157053,0.08352081552094306,0.07102230698705675,0.0749771115747675,0.08356377210805167,0.07733131897258505,0.09380175775466364,0.08487187800927454,0.08564858572580361,0.08040820867236236,0.10748752074241227
2015-01-07,0.0902968102501014,0.06995770791957204,0.08034769695044727,0.07719035563111004,0.07965218404044498,0.07772676077456764,0.08015604641444112,0.08869396834192271,0.08035807813613002,0.10319529035353872,0.07657177268848814,0.09585332849923596
2015-01-08,0.09301425007685836,0.06551235547497121,0.08907991288159098,0.08346263950832003,0.08053177832359207,0.07813703605203359,0.07625682408624655,0.0865582893871291,0.08606865377839024,0.10350277867566306,0.07720395245892982,0.08067152929627489
2015-01-09,0.08977581455870788,0.06831842557094014,0.079470655757348,0.07884000403985322,0.07690635121334759,0.07961017856488549,0.08309827790996219,0.09056637588515752,0.08357530157651695,0.10184479216918361,0.07806435842181383,0.08992946433228342
