,value
cumulative_return,0.06654504545469675
annual_return,0.061504667836739024
annual_volatility,0.11573887547908425
sharpe_ratio,0.5733315180881982
sortino_ratio,0.9860132929959375
max_drawdown,-0.10345418627337288
calmar_ratio,0.5945111556357496
