,nav
2015-11-27,100000.0
2015-11-30,99731.42650856684
2015-12-01,100514.19213419422
2015-12-02,99331.3617612153
2015-12-03,98149.71706542854
2015-12-04,99543.77629676092
2015-12-07,98833.5428114878
2015-12-08,98321.08906921798
2015-12-09,97959.94590510585
2015-12-10,97954.17047245946
2015-12-11,96427.8231386982
2015-12-14,96600.15384592784
2015-12-15,97519.28769719755
2015-12-16,98899.36108274295
2015-12-17,97787.06022902566
2015-12-18,96440.88875834964
2015-12-21,96996.1561960347
2015-12-22,97841.71542305023
2015-12-23,99205.39995022111
2015-12-24,99078.3108119605
2015-12-28,98820.32955563969
2015-12-29,99675.76462669687
2015-12-30,99021.96162219877
2015-12-31,98285.60953407726
2016-01-04,97142.64940224044
2016-01-05,97540.47289550779
2016-01-06,96423.58959638026
2016-01-07,94570.64516797393
2016-01-08,93677.43057987565
2016-01-11,93607.15375986927
2016-01-12,93840.21479600294
2016-01-13,92003.77534448061
2016-01-14,93229.20097419506
2016-01-15,91724.26666461129
2016-01-19,91677.4494344692
2016-01-20,90533.83408439833
2016-01-21,91036.06295398338
2016-01-22,92927.18112367425
2016-01-25,91566.63616615649
2016-01-26,93011.9396675838
2016-01-27,92252.35832435478
2016-01-28,92672.4456205892
2016-01-29,94683.9691375647
2016-02-01,94703.66710283842
2016-02-02,93353.51565002916
2016-02-03,94201.67838717237
2016-02-04,94498.25788619819
2016-02-05,93144.59187186658
2016-02-08,91845.09399733464
2016-02-09,91567.14725539579
2016-02-10,91570.08978424416
2016-02-11,90616.2584467766
2016-02-12,92079.6759629307
2016-02-16,93361.19926285271
2016-02-17,94663.30854939578
2016-02-18,94579.72655050943
2016-02-19,94465.93735488654
2016-02-22,95673.62924705469
2016-02-23,94787.2350250024
2016-02-24,95286.90378930773
2016-02-25,96234.78813469129
2016-02-26,96133.7685848493
2016-02-29,95729.68141963704
2016-03-01,97453.10901821629
2016-03-02,98120.90703630647
2016-03-03,98648.50709992065
2016-03-04,99041.51904706901
2016-03-07,99481.7882321295
2016-03-08,98305.66611560031
