,value
cumulative_return,-0.022072459862102933
annual_return,-0.020172612386407662
annual_volatility,0.14390362540915846
sharpe_ratio,-0.06981288499103333
sortino_ratio,-0.10237646104710753
max_drawdown,-0.122352607496929
calmar_ratio,-0.16487276241263585
