,value
cumulative_return,0.16145635093622013
annual_return,0.14587226027237143
annual_volatility,0.34098585308672164
sharpe_ratio,0.5714550565147805
sortino_ratio,0.6258860658914939
max_drawdown,-0.37649218163560905
calmar_ratio,0.3874509681413652
