,nav
2019-11-25,100000.0
2019-11-26,100282.34996969668
2019-11-27,100695.7906685873
2019-11-29,100250.93047111965
2019-12-02,99459.70476942587
2019-12-03,98949.70534649966
2019-12-04,99576.70450669687
2019-12-05,99697.78208619624
2019-12-06,100521.53931565785
2019-12-09,100313.6402970139
2019-12-10,100142.2342907461
2019-12-11,100291.00954137843
2019-12-12,100934.24898447025
2019-12-13,100877.57313676871
2019-12-16,101603.43218857468
2019-12-17,101670.84088117286
2019-12-18,101843.01118265236
2019-12-19,102277.26466156985
2019-12-20,102785.2325284789
2019-12-23,102856.12682185834
2019-12-24,102898.24229007094
2019-12-26,103291.32039848645
2019-12-27,103230.79142115792
2019-12-30,102813.0681483259
2019-12-31,103128.92133057212
2020-01-02,103450.29219188371
2020-01-03,102944.12783020039
2020-01-06,103266.08581832713
2020-01-07,102925.07757896963
2020-01-08,103168.2577107816
2020-01-09,103637.80609961192
2020-01-10,103406.4652491611
2020-01-13,104147.34695723142
2020-01-14,104127.06737824391
2020-01-15,104489.19012168875
2020-01-16,105245.14669797596
2020-01-17,105460.12060938572
2020-01-21,105134.04847643567
2020-01-22,104989.26916800324
2020-01-23,105147.29661783973
2020-01-24,104245.1902655111
2020-01-27,102769.06157377163
2020-01-28,103614.6191678479
2020-01-29,103400.25732324513
2020-01-30,103687.36033211222
2020-01-31,101983.01662685453
2020-02-03,102614.53230241303
2020-02-04,103830.7641815123
2020-02-05,105070.45776786194
2020-02-06,105164.32565107997
2020-02-07,104586.60507618907
2020-02-10,105098.36448399928
2020-02-11,105578.82393575735
2020-02-12,106241.40330589365
2020-02-13,106308.35368972442
2020-02-14,106472.27297001347
2020-02-18,106278.93655143777
2020-02-19,106546.71701748912
2020-02-20,106534.73924334621
2020-02-21,105726.26999996143
2020-02-24,102535.97675618724
2020-02-25,99331.04878816147
2020-02-26,98445.92929410213
2020-02-27,94104.0501933341
2020-02-28,93072.72196144372
2020-03-02,96907.75477944652
2020-03-03,94762.20847316264
2020-03-04,98506.060335541
2020-03-05,95380.16158529969
2020-03-06,93447.5253271292
2020-03-09,85410.72847707641
2020-03-10,89008.86552870208
2020-03-11,84286.71925865575
2020-03-12,75875.64251766077
2020-03-13,82137.72635849693
2020-03-16,72156.47382799716
2020-03-17,76274.26922616901
2020-03-18,71141.53912557989
2020-03-19,71939.05202062962
2020-03-20,68861.49623725898
2020-03-23,66432.71108146277
2020-03-24,73183.52308064599
2020-03-25,74824.22699991048
2020-03-26,79415.21465253661
2020-03-27,77130.84835354464
2020-03-30,79255.37185521732
2020-03-31,78052.2082343779
2020-04-01,74333.44442471393
2020-04-02,76084.76741493438
2020-04-03,74748.52861956392
2020-04-06,79890.71300890831
2020-04-07,80272.88580347244
2020-04-08,83652.5651929223
2020-04-09,85714.80558982439
2020-04-13,84337.33702031849
2020-04-14,86413.10710949764
2020-04-15,83886.31766615529
2020-04-16,83720.58717943075
2020-04-17,86834.0050259226
2020-04-20,84926.74966339412
2020-04-21,82791.99421361304
2020-04-22,84463.82677010148
2020-04-23,84714.76007607457
2020-04-24,85671.59526037716
2020-04-27,87457.72137124758
2020-04-28,87802.7852695395
2020-04-29,90220.06973761864
2020-04-30,88751.70530424025
2020-05-01,86129.33778197857
2020-05-04,86500.56945457515
2020-05-05,87058.04064918983
2020-05-06,85946.50494369918
2020-05-07,87105.39933913863
2020-05-08,89150.3646117802
2020-05-11,88635.23614911384
2020-05-12,86690.22299503906
2020-05-13,84755.1270275601
2020-05-14,85620.49167819394
2020-05-15,85953.50989602628
2020-05-18,89620.85485967938
2020-05-19,88439.62712872397
2020-05-20,90000.33553850201
2020-05-21,89487.73082471007
2020-05-22,89763.03342092466
2020-05-26,91571.71094264074
2020-05-27,93228.51439706422
2020-05-28,92996.3189418122
2020-05-29,93064.9308744076
2020-06-01,93946.55527103737
2020-06-02,94887.94252014194
2020-06-03,96714.92987807521
2020-06-04,96519.57595697524
2020-06-05,99426.43217292594
2020-06-08,101300.96714456393
2020-06-09,99736.77769726428
2020-06-10,98239.12521643632
2020-06-11,92003.88920292699
2020-06-12,93477.04111735061
2020-06-15,94501.60002358656
2020-06-16,96257.95524050666
2020-06-17,95457.04638520777
2020-06-18,95457.37664508521
2020-06-19,94643.57901489068
2020-06-22,95039.83835453696
2020-06-23,95162.21236184712
2020-06-24,92456.12320829893
2020-06-25,93392.26306789386
2020-06-26,91217.70384492406
2020-06-29,92867.17404006318
2020-06-30,94125.93688841247
2020-07-01,94494.73460383482
2020-07-02,95022.24380044117
2020-07-06,96025.46741346561
2020-07-07,94959.93233821058
2020-07-08,95338.85696536247
2020-07-09,94149.4717704242
2020-07-10,95596.51700156502
2020-07-13,94911.7196348546
2020-07-14,96444.33004861337
2020-07-15,97741.76280306152
2020-07-16,97575.79120950465
2020-07-17,97934.29752575907
2020-07-20,97800.72274553114
2020-07-21,98764.09230356105
2020-07-22,99354.32740126118
2020-07-23,98764.0905962799
2020-07-24,98127.13030828029
2020-07-27,98704.45443887812
2020-07-28,98281.55668601362
2020-07-29,99640.80769559034
2020-07-30,98835.48159625955
2020-07-31,98958.64656353774
2020-08-03,99224.44100332308
2020-08-04,100022.15385472534
2020-08-05,100690.79094642356
2020-08-06,100926.1635056287
2020-08-07,101591.77703349802
2020-08-10,102301.52388617303
2020-08-11,101582.71855249706
2020-08-12,102732.45552422926
2020-08-13,102356.06896700677
2020-08-14,102434.1026111544
2020-08-17,102660.46364897057
2020-08-18,102469.52973315811
2020-08-19,101908.7806348144
2020-08-20,101763.4821711497
2020-08-21,101716.84618249269
2020-08-24,102991.43182234994
2020-08-25,102990.12442566214
2020-08-26,103177.17820877249
2020-08-27,103596.16206164806
2020-08-28,104361.88473690476
2020-08-31,103708.6980425699
2020-09-01,104286.71552274047
2020-09-02,105802.53539660617
2020-09-03,103161.44059311895
2020-09-04,102572.98850237491
2020-09-08,100148.68254485767
2020-09-09,101754.42785690859
2020-09-10,100135.90301976024
2020-09-11,100321.19847245875
2020-09-14,101776.72189850369
2020-09-15,102220.34605494548
2020-09-16,102527.52912720577
2020-09-17,101780.63430924878
2020-09-18,100616.93874659722
2020-09-21,98744.05635165534
2020-09-22,99351.27586750333
2020-09-23,96898.52597581451
2020-09-24,97155.64335901722
2020-09-25,98503.25239237558
2020-09-28,100150.96317372653
2020-09-29,99483.7494347134
2020-09-30,100093.02748770203
2020-10-01,100542.10492779125
2020-10-02,100617.53237170436
