,nav
2017-11-28,100000.0
2017-11-29,99730.96911254413
2017-11-30,100465.82596126258
2017-12-01,100264.23935668948
2017-12-04,100548.22161919426
2017-12-05,99928.41437269052
2017-12-06,99628.30869604525
2017-12-07,99891.23073013301
2017-12-08,100338.58043422154
2017-12-11,100573.82465291653
2017-12-12,100508.34205047668
2017-12-13,100231.76522320551
2017-12-14,99993.30243381213
2017-12-15,100799.86877306909
2017-12-18,101451.04719962583
2017-12-19,100887.96309736415
2017-12-20,100733.76901995909
2017-12-21,101045.21479089168
2017-12-22,100940.58772265897
2017-12-26,100829.77987992945
2017-12-27,100732.29508204006
2017-12-28,100902.34733863409
2017-12-29,100444.51482066499
2018-01-02,101209.65631645247
2018-01-03,101810.54685997084
2018-01-04,102272.12140562593
2018-01-05,102826.21981791907
2018-01-08,103122.22639265514
2018-01-09,103113.67888746067
2018-01-10,102972.90083374748
2018-01-11,104110.95418997774
2018-01-12,104894.20585649721
2018-01-16,104369.00979036959
2018-01-17,105315.33421588108
2018-01-18,105068.86941450146
2018-01-19,105853.66523970678
2018-01-22,106925.6889387295
2018-01-23,107231.42419567927
2018-01-24,107258.8424805266
2018-01-25,107012.22411056083
2018-01-26,107911.57725536515
2018-01-29,107416.18397408313
2018-01-30,106427.60629032234
2018-01-31,105921.0562230198
2018-02-01,105096.67101434396
2018-02-02,103507.26127714451
2018-02-05,99870.60428787979
2018-02-06,102123.53986081676
2018-02-07,102073.58027218247
2018-02-08,98040.8192892175
2018-02-09,98614.85182602839
2018-02-12,99962.55818412908
2018-02-13,100455.50631891619
2018-02-14,102040.31601842775
2018-02-15,102986.49172440583
2018-02-16,102573.81736975926
2018-02-20,102140.63771398981
2018-02-21,102066.99907018816
2018-02-22,101957.6387682229
2018-02-23,103318.81057631492
2018-02-26,104243.62396903419
2018-02-27,102184.81944336512
2018-02-28,101541.12884546124
2018-03-01,100285.66448433629
2018-03-02,100863.0204860092
2018-03-05,101897.38993431002
2018-03-06,102243.62703996428
2018-03-07,102382.80108544655
2018-03-08,102762.24210364583
2018-03-09,104705.77002041326
2018-03-12,105056.61734403072
2018-03-13,103911.28546115063
2018-03-14,103839.84067877283
2018-03-15,103846.62519352463
2018-03-16,103738.22971921334
2018-03-19,101731.77543111052
2018-03-20,101834.23868029274
2018-03-21,101471.87833139229
2018-03-22,98747.40996533677
2018-03-23,96114.17734958435
2018-03-26,99761.93177400764
2018-03-27,96376.36028064105
2018-03-28,95424.46821669409
2018-03-29,97464.9803009651
2018-04-02,95116.69068253723
2018-04-03,95977.34699618108
2018-04-04,97248.38266418796
2018-04-05,97658.79925383325
2018-04-06,95630.94466262376
2018-04-09,95412.99536389341
2018-04-10,94875.047536795
2018-04-11,94559.70468573389
2018-04-12,93451.48578037883
2018-04-13,93080.70248159526
2018-04-16,93725.51209392988
2018-04-17,94663.71395194114
2018-04-18,94328.62079674912
2018-04-19,94211.35580347799
2018-04-20,93474.20656210824
2018-04-23,93708.76112220317
2018-04-24,94370.53508639484
2018-04-25,94345.39634202846
2018-04-26,95400.81404620555
2018-04-27,96305.53034313183
2018-04-30,95970.45357030825
2018-05-01,95777.7887263064
2018-05-02,95679.32013708272
2018-05-03,95676.37065288342
2018-05-04,96114.79221829299
2018-05-07,95849.31283149621
2018-05-08,95130.02635670891
2018-05-09,96496.85353926958
2018-05-10,97223.85913943572
2018-05-11,97105.25155049974
2018-05-14,97171.40890012939
2018-05-15,96803.18882692332
2018-05-16,97276.4851476427
2018-05-17,98689.17746203688
2018-05-18,98173.23240197697
2018-05-21,99188.0113647238
2018-05-22,98077.3982459103
2018-05-23,98207.72416855
2018-05-24,97282.01993592814
2018-05-25,96127.5637077794
2018-05-29,96236.48837485172
2018-05-30,98114.72454250057
2018-05-31,97633.37866469374
2018-06-01,97376.22249027558
2018-06-04,97004.834266692
2018-06-05,96750.09552765795
2018-06-06,97030.65604839278
2018-06-07,97776.47134592831
2018-06-08,97788.87607847604
2018-06-11,97916.3390702028
2018-06-12,97821.97219537314
2018-06-13,96704.84936275732
2018-06-14,96866.32655457288
2018-06-15,95729.58734331142
2018-06-18,96125.00259484022
2018-06-19,95962.98737595453
2018-06-20,96677.21652300018
2018-06-21,96259.36987286992
2018-06-22,97013.18511129878
2018-06-25,95601.38702084051
2018-06-26,96216.81503161682
2018-06-27,96120.82740293833
2018-06-28,96424.64117377633
2018-06-29,96749.40235705134
2018-07-02,96045.03146037376
2018-07-03,96234.67304194435
2018-07-05,96794.50178675655
2018-07-06,97464.73713170619
2018-07-09,96893.86820174364
2018-07-10,97285.77524319869
2018-07-11,96843.96970505585
2018-07-12,97173.28787329618
2018-07-13,97245.98959171245
2018-07-16,96946.17822788627
2018-07-17,96881.34490961934
2018-07-18,96659.70926048717
2018-07-19,97079.02821072386
2018-07-20,96538.17550991272
2018-07-23,96394.23425941532
2018-07-24,96192.92757562507
2018-07-25,97142.18202668159
2018-07-26,97167.59415178058
2018-07-27,96219.88479646966
2018-07-30,95671.4324165117
2018-07-31,96306.90314416683
2018-08-01,95959.08880889326
2018-08-02,96563.5266372901
2018-08-03,97252.6808484204
2018-08-06,97409.81693459173
2018-08-07,97336.54668608787
2018-08-08,97150.9618144758
2018-08-09,97251.98925448213
2018-08-10,96752.90035362635
2018-08-13,96647.43877660573
2018-08-14,97204.73866162034
2018-08-15,97179.41241038196
2018-08-16,98127.45941005147
2018-08-17,98591.83105200948
2018-08-20,98749.7239364518
2018-08-21,98519.45029770586
2018-08-22,98313.83927336875
2018-08-23,98175.5066206671
2018-08-24,98492.1175781934
2018-08-27,98714.14043621783
2018-08-28,98683.8644403734
2018-08-29,99241.68767694206
2018-08-30,99067.30953063109
2018-08-31,98958.08053248694
2018-09-04,98834.7149421352
2018-09-05,99252.17091513547
2018-09-06,99349.93729735371
2018-09-07,98888.29742562593
2018-09-10,98929.69454456934
2018-09-11,98890.94012120696
2018-09-12,98864.0031506129
2018-09-13,99523.15127264085
2018-09-14,99287.66915855234
2018-09-17,99063.54218820801
2018-09-18,99371.47369045072
2018-09-19,98787.58733115775
2018-09-20,99504.59582292553
2018-09-21,99483.86180916765
2018-09-24,99146.00412846242
2018-09-25,98870.47110296668
2018-09-26,98766.97617532263
2018-09-27,99078.30640342121
2018-09-28,99279.8436514195
2018-10-01,99529.62114066273
2018-10-02,99305.85248191825
2018-10-03,99144.8677657878
2018-10-04,98016.11177409161
2018-10-05,97694.87168400521
2018-10-08,97676.16544921097
2018-10-09,97528.74976171482
2018-10-10,95329.03325633857
2018-10-11,93087.62771709313
2018-10-12,93710.7366040798
2018-10-15,93064.89299946201
2018-10-16,95304.50047613605
2018-10-17,95502.61212796126
2018-10-18,94787.29269401991
2018-10-19,95037.8597587754
2018-10-22,94413.34897190254
2018-10-23,93827.23044190826
2018-10-24,94297.95818274956
2018-10-25,93079.06413210626
2018-10-26,91542.95502486837
2018-10-29,92706.6081395781
2018-10-30,92999.43739381032
