,value
cumulative_return,0.1674794607296437
annual_return,0.15365573588601156
annual_volatility,0.060337218543851455
sharpe_ratio,2.3996811014809127
sortino_ratio,3.5114528482909475
max_drawdown,-0.023380440472759778
calmar_ratio,6.571977806193758
