,value
cumulative_return,0.13919802686073623
annual_return,0.12636086438353722
annual_volatility,0.09643793560940567
sharpe_ratio,1.2822765251699113
sortino_ratio,1.7115123384311492
max_drawdown,-0.0664305038841363
calmar_ratio,1.9021512256466926
