,value
cumulative_return,0.09052985233905453
annual_return,0.08265401297521424
annual_volatility,0.22725813266135805
sharpe_ratio,0.46323343144594753
sortino_ratio,0.5834387889449958
max_drawdown,-0.1993389311682766
calmar_ratio,0.4146405947438332
