,value
cumulative_return,-0.05791534354961925
annual_return,-0.053581953659575965
annual_volatility,0.14453976430218543
sharpe_ratio,-0.3087355088107937
sortino_ratio,-0.3748867891651638
max_drawdown,-0.18741984414347002
calmar_ratio,-0.28589263802054465
