,VAW,VDE,VFH,VIS,VGT,VDC,VPU,VHT,VCR,VNQ,VOX,CASH
2011-11-30,0.08722337511450887,0.09046098476520568,0.08219559225737355,0.07898938049031397,0.087509658664388,0.08743080346251385,0.07724743565116816,0.0843549996467289,0.07886133604046215,0.07882433091677817,0.08353125011313026,0.08337085287742856
2011-12-01,0.0794177916698541,0.07904549119759977,0.0763774038041068,0.07329947577691326,0.08460638553822561,0.09173649871822538,0.09126586471201321,0.08133104548253589,0.08688199944851582,0.08025926779456025,0.08428198057002075,0.09149679528742918
2011-12-02,0.08871257506103401,0.08959819892573943,0.08009479154903221,0.08089980925443217,0.08395432683863963,0.08201345925649862,0.09041506393256687,0.07741291734636102,0.07883405174676769,0.07736075328723105,0.08811824992879058,0.0825858028729067
2011-12-05,0.08155684697093527,0.08379410189775337,0.07840034969317002,0.08202671380309653,0.08108950745633066,0.0771646698945433,0.09980900052153344,0.07508072250201883,0.08002549171242135,0.08391165556788512,0.0910904415625842,0.08605049841772798
2011-12-06,0.08339113237837294,0.08890594370089924,0.09275997686851248,0.07768570944201462,0.0907578709948305,0.08373649513974928,0.07278805760225625,0.08118025968756286,0.08480896205873129,0.07648952952214073,0.0895496460503779,0.07794641655455177
2011-12-07,0.07662628026711753,0.08641631684039867,0.08043814699812772,0.07406779687142788,0.0922989448787506,0.08619059668716675,0.07597894087694261,0.08704328872933301,0.08368011288757683,0.08778185786101964,0.08670962372305792,0.08276809337908068
2011-12-08,0.08164717516525047,0.08379071271604008,0.07919110649483996,0.07901508947059603,0.08351935767693569,0.08624516973079474,0.08824375338866805,0.08266134239315892,0.07945196073833882,0.08719371562282008,0.0816206286448115,0.08741998795774567
2011-12-09,0.08002817679877994,0.0892463903250194,0.08797923664379158,0.07246842083458076,0.08447213668770798,0.09273286700430483,0.07962035157843264,0.0835170273991417,0.08099950277469084,0.08156652328249502,0.08416365188510039,0.08320571478595487
2011-12-12,0.08004954317772311,0.0820643852784856,0.08783212475268881,0.0757613397286758,0.08235418005527044,0.08968616538740636,0.0870253066609052,0.07923588486886672,0.08651153547914513,0.07431888326747355,0.08541896926393444,0.08974168207942473
2011-12-13,0.09294315072315125,0.0910809858736945,0.08050062717817495,0.07716365443927235,0.08317925982874083,0.0852828650742782,0.08810962433160714,0.07888039112820365,0.08014062287419339,0.07935116310714241,0.08514955026381009,0.07821810517773103
2011-12-14,0.08358896615226842,0.09455560993162264,0.08614717516396295,0.08192544981045871,0.09071426877720169,0.07823293878379198,0.07913350244058559,0.07990233731909625,0.07709824471252284,0.07781881746090244,0.09120641391336123,0.07967627553422521
2011-12-15,0.08381023413255093,0.09264752968540665,0.08140595952226613,0.07864092949919926,0.08643801681793542,0.08013764521807702,0.08527471680443671,0.0839620184326963,0.07515192176015958,0.0931642133561047,0.08130161465884374,0.07806520011232365
2011-12-16,0.08401916073044338,0.09414314068963651,0.09258550252913424,0.07194431802439495,0.0848602885176499,0.08686592421606422,0.08327596420236259,0.07546383101690549,0.07896522732092918,0.07340308701082114,0.09345536389200945,0.0810181918496489
2011-12-19,0.08422643228643117,0.08314706724552304,0.07624272410019896,0.07525475509861779,0.08029622414027766,0.09040493699699167,0.09455176993524529,0.08142540563935492,0.07638707207635803,0.08662756275029904,0.08135336463142737,0.09008268509927495
2011-12-20,0.08794328299741366,0.09134851176215145,0.08990498271532985,0.08359724537241595,0.0851680640667028,0.07601216162014535,0.08099758401706543,0.07711591721060117,0.07919347054820745,0.07724808453515773,0.09719837854969506,0.07427231660511413
2011-12-21,0.07996928233398434,0.08670668019549412,0.08044948159856144,0.08116440864649785,0.08730560244354627,0.0787617552580652,0.09231457745336479,0.07759555145781982,0.08065488973691559,0.07708531504743128,0.09036124511796348,0.08763121071035587
2011-12-22,0.08518830030582836,0.09400792550555011,0.08780722287257448,0.07834830604536243,0.0848421371987193,0.08025703764390771,0.08408903522955334,0.07542303973725795,0.07839213326738097,0.07656347151694608,0.09511040970908885,0.07997098096783034
2011-12-23,0.08894000041048453,0.09003354373498616,0.08073327064164902,0.07694322889878476,0.08363055872558395,0.08175185879495608,0.09397671875318196,0.07686069111448135,0.07625161826273909,0.08470920179332532,0.08573837716480215,0.08043093170502559
