,value
cumulative_return,0.13825396781309562
annual_return,0.12599259122618478
annual_volatility,0.20676737316085697
sharpe_ratio,0.678155092650141
sortino_ratio,0.8074038085244203
max_drawdown,-0.2313020678715363
calmar_ratio,0.5447101808711899
