,value
cumulative_return,0.0031226075096502104
annual_return,0.0028403838805082238
annual_volatility,0.3489824256631569
sharpe_ratio,0.18394807766327
sortino_ratio,0.20546978699691595
max_drawdown,-0.35385018692929704
calmar_ratio,0.008027080344812032
