,value
cumulative_return,0.21159063524629662
annual_return,0.19078350891645512
annual_volatility,0.29861645993122726
sharpe_ratio,0.7346521111786523
sortino_ratio,0.8385008349636297
max_drawdown,-0.3250058865775691
calmar_ratio,0.5870155489350524
