,nav
2019-11-25,100000.0
2019-11-26,100268.50535276857
2019-11-27,100641.89061110739
2019-11-29,100232.66096120152
2019-12-02,99506.60225625212
2019-12-03,99058.40763101557
2019-12-04,99614.47189598884
2019-12-05,99731.14036636574
2019-12-06,100480.44852972837
2019-12-09,100295.65122731477
2019-12-10,100136.46649243069
2019-12-11,100278.46873094853
2019-12-12,100872.69856954037
2019-12-13,100822.79366127026
2019-12-16,101486.09515220598
2019-12-17,101545.96344487846
2019-12-18,101664.52434732995
2019-12-19,102056.21214620989
2019-12-20,102518.65340131862
2019-12-23,102558.43859229962
2019-12-24,102596.10070947089
2019-12-26,102955.76977084344
2019-12-27,102904.47341351536
2019-12-30,102530.31323808827
2019-12-31,102817.89762933295
2020-01-02,103108.51178936643
2020-01-03,102667.98716965954
2020-01-06,102935.046122999
2020-01-07,102608.18979207918
2020-01-08,102844.95490542517
2020-01-09,103270.7687587931
2020-01-10,103069.9931528837
2020-01-13,103758.4360940887
2020-01-14,103729.35871203797
2020-01-15,104051.09047241298
2020-01-16,104745.78911984498
2020-01-17,104942.3905167167
2020-01-21,104668.80766202195
2020-01-22,104533.278614854
2020-01-23,104696.4495922697
2020-01-24,103898.39815486099
2020-01-27,102607.14002195683
2020-01-28,103354.81319336701
2020-01-29,103158.68754041239
2020-01-30,103441.20292584927
2020-01-31,101959.03215021377
2020-02-03,102504.60405761533
2020-02-04,103589.1488960854
2020-02-05,104707.69200956766
2020-02-06,104793.98678504159
2020-02-07,104295.71397086266
2020-02-10,104763.23372714098
2020-02-11,105188.5156017026
2020-02-12,105788.45482703544
2020-02-13,105857.82672186365
2020-02-14,106023.56063421087
2020-02-18,105835.2962286045
2020-02-19,106075.86885285558
2020-02-20,106082.81509603729
2020-02-21,105382.41966127124
2020-02-24,102629.51647119067
2020-02-25,99873.49284343037
2020-02-26,99088.61355496293
2020-02-27,95307.15698969022
2020-02-28,94226.77043088987
2020-03-02,97760.92516952351
2020-03-03,95941.34750753977
2020-03-04,99391.32902118565
2020-03-05,96769.97343982506
2020-03-06,95158.13974410412
2020-03-09,88547.0621111161
2020-03-10,91607.0251169898
2020-03-11,87403.31218856797
2020-03-12,80083.26770408505
2020-03-13,85927.78796835401
2020-03-16,77123.341972975
2020-03-17,81284.33787733347
2020-03-18,76791.82044542191
2020-03-19,77038.48675388673
2020-03-20,74016.36010827294
2020-03-23,71605.27572510536
2020-03-24,78352.590576084
2020-03-25,79922.44523826659
2020-03-26,84554.63636283984
2020-03-27,82652.70715260989
2020-03-30,84903.1142709496
2020-03-31,83806.18400312678
2020-04-01,80065.15574439497
2020-04-02,82193.88497545812
2020-04-03,80845.79886102094
2020-04-06,85889.76231843361
2020-04-07,86135.42950453247
2020-04-08,89620.58211202601
2020-04-09,91484.13030757086
2020-04-13,90207.42333416395
2020-04-14,92126.09881610752
2020-04-15,89818.23251473518
2020-04-16,89523.39733786485
2020-04-17,92481.44543214324
2020-04-20,90648.51197447524
2020-04-21,88646.27383949513
2020-04-22,90320.14890639043
2020-04-23,90405.01277769798
2020-04-24,91331.95712311834
2020-04-27,93000.11378305028
2020-04-28,93150.09699914452
2020-04-29,95690.61450294244
2020-04-30,94347.98942230873
2020-05-01,92046.11006616674
2020-05-04,92279.32232456318
2020-05-05,92941.60418333451
2020-05-06,91766.14092523725
2020-05-07,92799.95293216936
2020-05-08,94626.3219227177
2020-05-11,94072.47196209065
2020-05-12,92285.53087618826
2020-05-13,90602.47101228191
2020-05-14,91519.00065826223
2020-05-15,91709.3256903685
2020-05-18,95319.64749612917
2020-05-19,94178.64565843533
2020-05-20,95630.65147988676
2020-05-21,95090.2214641456
2020-05-22,95382.22723944213
2020-05-26,97404.22454549691
2020-05-27,98824.653487711
2020-05-28,98702.4118348649
2020-05-29,98876.070239963
2020-06-01,99681.70463415007
2020-06-02,100459.85047375463
2020-06-03,102262.7433835572
2020-06-04,101943.98918173218
2020-06-05,104469.08024568367
2020-06-08,106193.47698942584
2020-06-09,104808.67249649511
2020-06-10,103458.18967399016
2020-06-11,98097.26421599826
2020-06-12,99222.10496276514
2020-06-15,100190.27894094525
2020-06-16,101842.72906523822
2020-06-17,101021.89655201824
2020-06-18,101020.56573988279
2020-06-19,100214.64042775895
2020-06-22,100686.96121362127
2020-06-23,100751.91677335049
2020-06-24,98390.47416775058
2020-06-25,99218.02416408734
2020-06-26,97161.22707869815
2020-06-29,98732.37452803232
2020-06-30,99957.13209586228
2020-07-01,100442.58675833233
2020-07-02,100943.66965374375
2020-07-06,101786.52217532093
2020-07-07,100815.25025058391
2020-07-08,101165.63906518018
2020-07-09,100076.18528913525
2020-07-10,101389.55237366907
2020-07-13,100800.14784536963
2020-07-14,102199.3130012528
2020-07-15,103385.34276782592
2020-07-16,103231.59627911322
2020-07-17,103646.12795952446
2020-07-20,103424.53489320434
2020-07-21,104319.43261604222
2020-07-22,104929.75562860844
2020-07-23,104443.54912709654
2020-07-24,103824.90037427619
2020-07-27,104346.64035855967
2020-07-28,104059.31751539056
2020-07-29,105306.18466866612
2020-07-30,104570.07968340663
2020-07-31,104700.7394246496
2020-08-03,104900.78290989774
2020-08-04,105631.3518962368
2020-08-05,106098.24357034799
2020-08-06,106313.95424537531
2020-08-07,107043.26719387947
2020-08-10,107721.04883303648
2020-08-11,106985.15169539822
2020-08-12,108201.60042707899
2020-08-13,107853.15446438944
2020-08-14,107921.64242073621
2020-08-17,108103.16872885622
2020-08-18,107929.08233423298
2020-08-19,107393.08077283323
2020-08-20,107305.6275973544
2020-08-21,107283.12376137456
2020-08-24,108489.34107615953
2020-08-25,108449.99187050045
2020-08-26,108573.04168721162
2020-08-27,109013.4159267929
2020-08-28,109733.5677613873
2020-08-31,109213.42728881347
2020-09-01,109682.79515735756
2020-09-02,111181.96860073258
2020-09-03,108874.7720607111
2020-09-04,108355.90836245773
2020-09-08,106181.93349398178
2020-09-09,107677.99724923681
2020-09-10,106152.16476000192
2020-09-11,106308.4457931317
2020-09-14,107690.01884059813
2020-09-15,108134.96716913991
2020-09-16,108378.81804604016
2020-09-17,107637.6978587931
2020-09-18,106495.48379835358
2020-09-21,104750.51586259907
2020-09-22,105338.13157009876
2020-09-23,103071.69365277495
2020-09-24,103342.97412121712
2020-09-25,104651.96567467338
2020-09-28,106184.52650373642
2020-09-29,105538.77883902418
2020-09-30,106126.13160694083
2020-10-01,106658.26096006815
2020-10-02,106730.61204787949
2020-10-05,108298.16220953861
2020-10-06,107372.26234084074
2020-10-07,108797.63963974568
2020-10-08,110047.11305839727
2020-10-09,110395.5959795892
2020-10-12,111395.32486403828
2020-10-13,110604.80449588293
2020-10-14,110142.17360322877
2020-10-15,110326.00268516863
2020-10-16,110237.74473519555
2020-10-19,108832.81678199129
2020-10-20,109282.50667968534
2020-10-21,108973.98467317168
2020-10-22,109865.15232577086
2020-10-23,110248.3513824088
2020-10-26,108504.32818739864
2020-10-27,107854.72962880401
2020-10-28,104929.61845005811
2020-10-29,105830.77799083637
2020-10-30,105176.23807696557
2020-11-02,106913.19794252577
2020-11-03,108527.25697837149
2020-11-04,109273.69457024004
2020-11-05,110933.24764676223
2020-11-06,110670.7236088865
2020-11-09,113339.39374843772
2020-11-10,114228.80871524959
2020-11-11,114529.6878817871
2020-11-12,113178.73754433094
2020-11-13,114985.9437863045
2020-11-16,116736.70511559311
2020-11-17,116460.59996390335
2020-11-18,115051.32980744352
2020-11-19,115521.61678214803
2020-11-20,115099.92446621488
2020-11-23,116529.82113289523
2020-11-24,118449.11095555412
2020-11-25,118058.1990891642
2020-11-27,118150.47958624826
2020-11-30,116905.90159823404
2020-12-01,117922.41294683912
2020-12-02,118137.72022877912
2020-12-03,118354.0945858728
2020-12-04,119842.66361507552
2020-12-07,119471.08442011662
2020-12-08,119908.6462573663
2020-12-09,119397.93869867062
2020-12-10,119500.16540054385
2020-12-11,119297.14415437254
2020-12-14,118614.47156976665
2020-12-15,120251.49367591518
2020-12-16,120104.35660256044
2020-12-17,120855.45604980981
2020-12-18,120189.51385180627
2020-12-21,119621.31935970395
2020-12-22,119432.1434279081
2020-12-23,119778.82552329422
2020-12-24,120070.64906608647
2020-12-28,120452.16459941736
2020-12-29,120023.80419324047
2020-12-30,120587.64494457503
2020-12-31,121159.06352462966
