,value
cumulative_return,0.13169142813637924
annual_return,0.12004226106436877
annual_volatility,0.13300547451394223
sharpe_ratio,0.9188756735025204
sortino_ratio,1.289262523328755
max_drawdown,-0.11387479097099873
calmar_ratio,1.0541601002362389
