,nav
2014-11-25,100000.0
2014-11-26,100412.57089088346
2014-11-28,101461.8055520955
2014-12-01,100943.93905179582
2014-12-02,101272.72676360286
2014-12-03,100797.37393789762
2014-12-04,100722.31487968525
2014-12-05,100636.77889954801
2014-12-08,100645.35914816333
2014-12-09,100841.22679665788
2014-12-10,100278.81317661905
2014-12-11,100631.18081567278
2014-12-12,99642.1281484081
2014-12-15,98430.74769230705
2014-12-16,98264.8765113086
2014-12-17,100486.52192444104
2014-12-18,101345.80892407507
2014-12-19,101298.96275404235
2014-12-22,102755.99043677367
2014-12-23,102723.74751547266
2014-12-24,102452.54660673787
2014-12-26,102919.6199150154
2014-12-29,103438.59747054939
2014-12-30,102823.11997750611
2014-12-31,101169.19457397002
2015-01-02,102223.51507435204
2015-01-05,102372.24272236666
2015-01-06,103343.4386483825
2015-01-07,104926.42409366922
2015-01-08,105528.14213274475
2015-01-09,105166.0497825787
2015-01-12,105564.54805294884
2015-01-13,105401.10378251679
2015-01-14,105780.67897653658
2015-01-15,105835.68482885759
2015-01-16,106768.53544220347
2015-01-20,106259.40562446699
2015-01-21,106329.27733985566
2015-01-22,107831.30838313735
2015-01-23,107269.76828237278
2015-01-26,107918.93732094445
2015-01-27,107707.34989938678
2015-01-28,106929.04734278149
2015-01-29,107320.4296485518
2015-01-30,105084.41969115975
2015-02-02,104805.19180752333
2015-02-03,105757.95037300953
2015-02-04,105453.71552346037
2015-02-05,106678.25691105971
2015-02-06,103844.56414190156
2015-02-09,103217.38793846229
2015-02-10,103794.06778283569
2015-02-11,103557.49331920203
2015-02-12,104758.49109881684
2015-02-13,104308.18991995335
2015-02-17,104091.42166694986
2015-02-18,104743.09422231113
2015-02-19,102999.33061283149
2015-02-20,103890.6744807476
2015-02-23,104351.53695859556
2015-02-24,102967.12367214177
2015-02-25,103262.03011875883
2015-02-26,102709.81249598697
2015-02-27,102678.34232844017
2015-03-02,103559.75252094996
2015-03-03,103321.27401210745
2015-03-04,102621.59088407051
2015-03-05,102757.79922109496
2015-03-06,100772.70344524777
2015-03-09,101286.93244659125
2015-03-10,99793.96639248257
2015-03-11,99429.06653170694
2015-03-12,101294.81167063181
2015-03-13,100700.5688552254
2015-03-16,102214.98373899389
2015-03-17,101921.00354605271
2015-03-18,102888.61943863274
2015-03-19,103156.39563293985
2015-03-20,104046.38574965735
2015-03-23,103782.60105032871
2015-03-24,102945.49664573156
2015-03-25,100822.90382293682
2015-03-26,100538.90712889937
2015-03-27,101465.6749014896
2015-03-30,102579.27270509509
2015-03-31,101286.3078613224
2015-04-01,100089.12890581234
2015-04-02,100888.93703083659
2015-04-06,101287.64595520904
2015-04-07,100676.16855233815
2015-04-08,101460.56871549378
2015-04-09,101458.67065065065
2015-04-10,101831.86937081114
2015-04-13,101211.22149075886
2015-04-14,101153.1811543105
2015-04-15,101667.3142636553
2015-04-16,101729.4077696244
2015-04-17,100355.47956677616
2015-04-20,101251.93582807333
2015-04-21,101190.48179278625
2015-04-22,101376.03299484788
2015-04-23,101929.79466195521
2015-04-24,102673.39487630263
2015-04-27,101924.97769778704
2015-04-28,101902.70016443415
2015-04-29,101556.30766634697
2015-04-30,100326.23731001701
2015-05-01,101403.9005670106
2015-05-04,101508.17453734788
2015-05-05,100285.16353820336
2015-05-06,99952.39826081252
2015-05-07,100344.22780175201
2015-05-08,101670.92325281685
2015-05-11,101273.69333114535
2015-05-12,100843.51349355052
2015-05-13,100776.74995607164
2015-05-14,102097.03474137046
2015-05-15,102326.96396465396
2015-05-18,103061.22954983733
2015-05-19,103528.5343140642
2015-05-20,103663.80073101178
2015-05-21,103604.51702608584
2015-05-22,103441.56840840164
2015-05-26,102460.82738143104
2015-05-27,103645.30115866287
2015-05-28,103667.47020490182
2015-05-29,103504.6687666002
2015-06-01,103771.1297908571
2015-06-02,103223.35075547309
